canonical_cited_author,raw_author_variants,n_raw_variants,n_articles_citing_author,n_reference_mentions,author_lineage_code,gilly_alignment,lineage_confidence,lineage_source,lineage_rationale,top_citing_article_gilly_category
J. Torbeyns,J. Torbeyns,1,31,131,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Torbeyns’ work on arithmetic strategy use, adaptive expertise and classroom development is rooted in mathematics didactics and classroom practice research applied to educational settings.",context_sensitive_educational_psychology
S. Fries,S. Fries,1,31,125,social_representations_institutional_context,bridge_contextual,0.75,openai,"Fries’ EJPE-cited studies on value orientations, conflicts and gendered subject perceptions engage social-psychological representations and institutionalized values relevant to schooling contexts.",context_sensitive_educational_psychology
A. Poikkeus,A. Poikkeus,1,31,88,sociocultural_dialogic_activity,fundamental,0.8,openai,"Poikkeus’s studies of parent–child communicative interactions, collaborative report writing and early literacy emphasize mediated, dialogic processes consistent with sociocultural/activity-theoretical traditions that align with Gilly’s contextualized educational focus.",context_sensitive_educational_psychology
T. Bouffard,T. Bouffard,1,31,87,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Bouffard's work centers on self-efficacy, motivation, coping and family support in school transitions and achievement, which places it in the motivation/self-regulation tradition applied in context rather than in Gilly's core interactional project.",context_sensitive_educational_psychology
D. W. Johnson,D. W. Johnson,1,31,83,interactionist_constructivist_social_cognitive,fundamental,0.85,openai,"Johnson's extensive research on cooperative learning and peer interaction emphasizes socio-cognitive conflict and co-construction of knowledge, closely aligning with Gilly's interactional, contextualized psychology of education.",context_sensitive_educational_psychology
M. Segers,M. Segers,1,31,74,didactics_classroom_knowledge_practices,bridge_contextual,0.7,openai,"Segers focuses on assessment quality, problem-solving in authentic collaborative courses and links between learning approaches and outcome measurement, situating her in didactics and classroom practice with contextual sensitivity.",context_sensitive_educational_psychology
H. Wimmer,H. Wimmer,1,31,66,developmental_family_peer_ecological,bridge_contextual,0.6,openai,"Wimmer's theory-of-mind and cognitive-development work is rooted in developmental traditions (with attention to contextual influences), so it is more developmental than Gilly's principally interactional institutional emphasis.",applied_psychology_in_education
P. Huguet,P. Huguet,1,31,60,interactionist_constructivist_social_cognitive,fundamental,0.8,openai,"Huguet studies socio-cognitive regulation, collaboration, social transmission of knowledge and epistemic dependence in educational settings, aligning with interactional and socio-cognitive traditions central to Gilly's vision.",context_sensitive_educational_psychology
I. Ajzen,I. Ajzen,1,31,54,motivation_self_regulation_identity,applied_mainstream,0.9,openai,Ajzen's Theory of Planned Behavior and related intention/motivation models are mainstream social-cognitive frameworks widely applied to educational behaviours rather than interactional institutional analysis.,context_sensitive_educational_psychology
A. J. S. Morin,A. J. S. Morin,1,31,53,motivation_self_regulation_identity,bridge_contextual,0.75,openai,"Morin's empirical and measurement work on self-concept, self-efficacy and teacher beliefs places him in motivational and identity research that is context-sensitive and connects to classroom processes without being primarily interactional theory.",context_sensitive_educational_psychology
K. A. Ericsson,K. A. Ericsson,1,31,46,individual_differences_cognitive_achievement,applied_mainstream,0.95,openai,Ericsson's deliberate-practice and expertise research arises from individual-differences and skill-acquisition traditions and is typically imported into educational settings as applied theory.,context_sensitive_educational_psychology
S. L. Beilock,S. L. Beilock,1,31,46,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Beilock investigates stereotype threat, evaluative contexts and performance (affect, identity, motivation), a body of work that examines contextual evaluative mechanisms bridging cognitive/emotional and situational explanations.",context_sensitive_educational_psychology
L. Verhoeven,L. Verhoeven,1,31,45,individual_differences_cognitive_achievement,applied_mainstream,0.9,openai,"Verhoeven's research on reading, phonological awareness, word structure and cross-linguistic literacy development is rooted in cognitive and achievement-oriented traditions applied to educational settings.",context_sensitive_educational_psychology
Y. Nie,Y. Nie,1,31,45,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Nie's work on teacher professional identity, motivational models and achievement goals situates her in identity/motivation traditions that are explicitly contextualized in educational practice.",context_sensitive_educational_psychology
M. Boivin,M. Boivin,1,31,44,developmental_family_peer_ecological,bridge_contextual,0.8,openai,"Boivin's studies on peer relationships, play, parent roles and socio-emotional development place him firmly in developmental and family/peer ecological traditions relevant to educational contexts.",context_sensitive_educational_psychology
K. A. Dodge,K. A. Dodge,1,31,43,developmental_family_peer_ecological,bridge_contextual,0.85,openai,"Dodge's social information processing work on aggression, peer relations and socio-emotional development belongs to developmental/peer ecological traditions that inform contextualized schooling issues.",context_sensitive_educational_psychology
S. Moscovici,S. Moscovici,1,31,43,social_representations_institutional_context,fundamental,0.94,seed,Foundational source for social representations and social psychology of knowledge.,context_sensitive_educational_psychology
H. Kuyper,H. Kuyper,1,31,41,motivation_self_regulation_identity,bridge_contextual,0.75,openai,"Kuyper researches parental and teacher involvement, achievement goals, impostor feelings and students' motivation, aligning with motivational and identity-focused educational research in context.",context_sensitive_educational_psychology
H. A. Mcgregor,H. A. Mcgregor,1,31,40,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"McGregor's applications of self-determination and achievement-goal frameworks to persistence, emotions and self-concept in education mark him as part of the motivation/self-regulation tradition with contextual emphasis.",context_sensitive_educational_psychology
T. A. Kindermann,T. A. Kindermann,1,31,40,interactionist_constructivist_social_cognitive,fundamental,0.8,openai,"Kindermann's research on tutoring, peer influence and socio-motivational support foregrounds peer interaction and co-construction of learning, resonating with Gilly's fundamental interest in contextualized educational interactions.",context_sensitive_educational_psychology
A. Collins,A. Collins,1,31,37,sociocultural_dialogic_activity,fundamental,0.85,openai,"Allan Collins' cognitive apprenticeship and situated cognition work emphasizes mediated activity, apprenticeship and instructional practice in context, aligning with sociocultural and activity-theoretical strands central to Gilly.",context_sensitive_educational_psychology
Z. Wang,Z. Wang,1,31,37,motivation_self_regulation_identity,bridge_contextual,0.75,openai,"Wang's recent work on academic self-concept, self-efficacy, executive functions in digital contexts and teacher support situates him within motivation/self-regulation research that is explicitly contextualized to classrooms and technology.",context_sensitive_educational_psychology
M. W. Browne,M. W. Browne,1,31,34,psychometrics_measurement_statistics,methodological,0.9,openai,"Browne's publications on factor analysis, scale structure and measurement validation clearly place him in psychometrics and methodology, providing quantitative tools rather than interactional theory.",context_sensitive_educational_psychology
European Commission,European Commission,1,31,33,corporate_data_policy_source,policy_context,0.95,openai,"The European Commission is a policy and data-producing organization cited for cross-national ECEC quality metrics and policy-relevant reports, fitting a corporate/policy source role rather than an individual scholarly lineage.",context_sensitive_educational_psychology
K. G. Joreskog,K. G. Joreskog,1,31,33,psychometrics_measurement_statistics,methodological,0.95,openai,"Jöreskog is a foundational SEM/measurement methods author (e.g., LISREL/CFA) and is cited in EJPE articles for model estimation and measurement issues, placing him squarely in the measurement/statistics tradition rather than Gilly’s interactional project.",context_sensitive_educational_psychology
M. Crede,M. Crede,1,31,33,motivation_self_regulation_identity,bridge_contextual,0.65,openai,"Crede’s EJPE citations concern academic adjustment, expectations, effort and learning strategies—work rooted in motivation and self-regulation traditions that are educationally contextual but not primarily interactional.",context_sensitive_educational_psychology
F. Faul,F. Faul,1,31,32,psychometrics_measurement_statistics,methodological,0.92,openai,Faul is best known for G*Power and statistical tools widely used for power and design decisions; EJPE citations reflect methodological use across experimental and applied studies.,applied_psychology_in_education
J. Kim,J. Kim,1,31,31,didactics_classroom_knowledge_practices,bridge_contextual,0.7,openai,"Kim’s EJPE-cited work focuses on differentiated instruction, autonomy-supportive climates and cross-national classroom behaviors, aligning with classroom practice and didactics rather than purely micro-interactional theory.",context_sensitive_educational_psychology
R. Cudeck,R. Cudeck,1,31,31,psychometrics_measurement_statistics,methodological,0.9,openai,"Cudeck’s citations in EJPE concern factor analysis, multilevel measurement and psychometric reanalysis, indicating a methodological/statistical lineage.",context_sensitive_educational_psychology
T. Zittoun,T. Zittoun,1,30,160,sociocultural_dialogic_activity,fundamental,0.92,openai,"Zittoun’s work on learning through transitions, institutions and situated trajectories is firmly in the cultural-historical/dialogic activity tradition and aligns closely with Gilly’s emphasis on contextualized educational interactions.",fundamental_contextualized_educational_interaction
T. Hascher,T. Hascher,1,30,108,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Hascher’s EJPE influence centers on teacher emotions, student engagement and motivation in classroom contexts, positioning her in motivational and affective approaches that inform contextualized education but are not primarily interactional theory.",context_sensitive_educational_psychology
M. A. Britt,M. A. Britt,1,30,102,individual_differences_cognitive_achievement,applied_mainstream,0.75,openai,"Britt’s research on text comprehension, mental models and multiple-document processing stems from cognitive and individual-differences traditions applied to educational tasks, aligning more with applied cognitive approaches than with Gilly’s institutional-interactional focus.",context_sensitive_educational_psychology
B. Galand,B. Galand,1,30,85,motivation_self_regulation_identity,bridge_contextual,0.72,openai,"Galand’s EJPE-cited studies on impostor feelings, self-concept and study strategies are situated in motivational and self-concept research that is context-sensitive but functions as a bridge rather than core to Gilly’s interactional project.",context_sensitive_educational_psychology
E. Decorte,E. Decorte,1,30,62,didactics_classroom_knowledge_practices,fundamental,0.85,openai,"Decorte’s work on didactic contracts, negotiating meaning and mapping prior knowledge belongs to didactics and classroom-interaction traditions that closely resonate with Gilly’s emphasis on contextualized educational situations.",context_sensitive_educational_psychology
N. Eisenberg,N. Eisenberg,1,30,60,developmental_family_peer_ecological,bridge_contextual,0.68,openai,"Eisenberg’s scholarship on emotion, prosocial behavior and temperament is rooted in developmental social-emotional research that informs school contexts but is less focused on the micro-institutional interactional analyses central to Gilly.",applied_psychology_in_education
U. Klusmann,U. Klusmann,1,30,55,didactics_classroom_knowledge_practices,bridge_contextual,0.74,openai,"Klusmann’s EJPE-cited topics (teacher education, diagnostic skills, self-regulatory teaching and induction discourse) place him in teacher-practice and didactics traditions that are context-sensitive and practically oriented.",context_sensitive_educational_psychology
B. Schober,B. Schober,1,30,47,didactics_classroom_knowledge_practices,bridge_contextual,0.66,openai,"Schober’s work on teacher judgment, dealing with mistakes and teacher–student interactions is anchored in classroom practice and assessment of teaching, a didactic lineage that interfaces with Gilly’s concerns but is not identical.",context_sensitive_educational_psychology
P. Ramsden,P. Ramsden,1,30,47,didactics_classroom_knowledge_practices,bridge_contextual,0.7,openai,"Ramsden’s contributions on student approaches to learning and teaching quality are central to pedagogy and higher-education didactics, a tradition that situates learning in educational contexts rather than in micro-institutional interaction analysis per se.",context_sensitive_educational_psychology
J. K. Torgesen,J. K. Torgesen,1,30,45,individual_differences_cognitive_achievement,applied_mainstream,0.88,openai,Torgesen’s influential work on phonemic awareness and reading development is rooted in applied cognitive and developmental literacy research largely focused on individual skills and interventions.,applied_psychology_in_education
H. Mandl,H. Mandl,1,30,44,intervention_instructional_design,bridge_contextual,0.77,openai,"Mandl’s research on knowledge acquisition, computer-based microworlds and instructional implications situates him in instructional-design and learning-technology traditions that are contextually informed but primarily design-oriented.",context_sensitive_educational_psychology
G. J. Duncan,G. J. Duncan,1,30,41,developmental_family_peer_ecological,bridge_contextual,0.75,openai,"Duncan’s work on early skills, preschool quality and inequalities comes from developmental and ecological research with strong policy relevance, informing contextual analyses but not centered on micro-interactional mechanisms.",context_sensitive_educational_psychology
M. O. Martin,M. O. Martin,1,30,40,corporate_data_policy_source,policy_context,0.92,openai,"Martin (associated with large-scale assessments like TIMSS) represents institutional/assessment data sources and comparative measurement rather than a theoretical interactional lineage, placing him in policy/data source traditions.",context_sensitive_educational_psychology
K. H. Rubin,K. H. Rubin,1,30,38,developmental_family_peer_ecological,fundamental,0.76,openai,"Rubin’s extensive research on peer relations, sociability and dyadic problem-solving is developmental and interaction-focused, aligning well with Gilly’s emphasis on social interaction and contextualized educational processes.",context_sensitive_educational_psychology
R. Hirvonen,R. Hirvonen,1,30,38,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Hirvonen’s EJPE-cited studies on home reading activities, goal orientations and classroom effects on self-concept place him in motivational and self-concept research that is contextually situated but not primarily interactional theory.",context_sensitive_educational_psychology
D. Fuchs,D. Fuchs,1,30,37,intervention_instructional_design,applied_mainstream,0.8,openai,"Fuchs' work centers on interventions, special education and instructional approaches to reading and math (RTI, LD remediation), which aligns with applied instructional design rather than Gilly's interactional fundamentals.",context_sensitive_educational_psychology
Q. Wang,Q. Wang,1,30,37,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Wang's publications focus on parental influences, students' academic goals and self-regulation, situating them in motivation and identity traditions with contextual family ties rather than core interactional theory.",context_sensitive_educational_psychology
J. N. Hughes,J. N. Hughes,1,30,36,developmental_family_peer_ecological,bridge_contextual,0.7,openai,"Hughes' research on teacher–child relationships, temperament, loneliness and school adjustment places him in developmental and ecological traditions oriented to classroom social contexts.",context_sensitive_educational_psychology
A. Satorra,A. Satorra,1,30,35,psychometrics_measurement_statistics,methodological,0.95,openai,"Satorra is best known for SEM methods (e.g., Satorra–Bentler corrections) and is cited in EJPE primarily for measurement and invariance work, making him a methodological source.",context_sensitive_educational_psychology
J. J. Hox,J. J. Hox,1,30,35,psychometrics_measurement_statistics,methodological,0.95,openai,Hox is a canonical author on multilevel modelling and survey/statistical methods; EJPE citations relate to methodological issues in hierarchical educational data.,context_sensitive_educational_psychology
J. R. Anderson,J. R. Anderson,1,30,35,individual_differences_cognitive_achievement,applied_mainstream,0.85,openai,"Anderson's cognitive-science work on knowledge acquisition, cognitive architectures and instructional implications places him in cognitive/achievement traditions applied to learning contexts rather than interactional sociocultural theory.",context_sensitive_educational_psychology
M. A. Maier,M. A. Maier,1,30,35,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Maier's contributions on achievement goals, emotions and measurement of motivational constructs situate her within motivation and self-regulation literatures with contextual classroom applications.",context_sensitive_educational_psychology
D. Smith,D. Smith,1,30,33,didactics_classroom_knowledge_practices,bridge_contextual,0.6,openai,"The cited work (peer learning, CSCL design, metacognition, bullying) points to a focus on classroom practices and instructional design rather than a single unified theoretical tradition; the common name increases uncertainty.",context_sensitive_educational_psychology
L. H. Anderman,L. H. Anderman,1,30,33,motivation_self_regulation_identity,bridge_contextual,0.9,openai,"Anderman's research on achievement goals, engagement and social identity in educational settings is squarely in motivational and self-regulation traditions applied to classroom contexts.",context_sensitive_educational_psychology
J. C. Nunez,J. C. Nunez,1,29,142,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Núñez's EJPE-cited work emphasizes autonomy, self-regulation and contextualised approaches to academic achievement, fitting motivation and self-regulation traditions with contextual framing.",context_sensitive_educational_psychology
M. Hasselhorn,M. Hasselhorn,1,29,84,individual_differences_cognitive_achievement,bridge_contextual,0.75,openai,"Hasselhorn's focus on reading literacy predictors, mental models and self-concept measurement links him to cognitive and achievement-focused traditions, applied in school contexts.",context_sensitive_educational_psychology
C. Cornoldi,C. Cornoldi,1,29,71,individual_differences_cognitive_achievement,applied_mainstream,0.8,openai,"Cornoldi's extensive work on memory, metacognition and reading comprehension places him in cognitive-developmental and achievement-oriented traditions with direct educational applications.",applied_psychology_in_education
M. V. J. Veenman,M. V. J. Veenman,1,29,71,individual_differences_cognitive_achievement,applied_mainstream,0.8,openai,"Veenman's research on metacognitive skills, expertise development and cognitive interventions aligns him with cognitive/achievement traditions focused on individual differences and learning.",context_sensitive_educational_psychology
E. S. Huebner,E. S. Huebner,1,29,70,motivation_self_regulation_identity,applied_mainstream,0.7,openai,"Huebner's studies linking self-control, well-being, attributional style and engagement situate him in motivational and well‑being traditions relevant to educational outcomes.",context_sensitive_educational_psychology
E. Lehtinen,E. Lehtinen,1,29,63,sociocultural_dialogic_activity,fundamental,0.8,openai,"Lehtinen's work on teacher–student interaction, collaborative learning and CSCL reflects Vygotskian/activity‑theoretical and dialogic traditions that resonate with Gilly's focus on contextualised educational interactions.",context_sensitive_educational_psychology
K. Upadyaya,K. Upadyaya,1,29,61,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Upadyaya's EJPE-cited output on self-efficacy for SRL, engagement and teacher expectations maps onto motivation and self-regulation literatures with contextual classroom emphases.",context_sensitive_educational_psychology
A. D. Baddeley,A. D. Baddeley,1,29,60,individual_differences_cognitive_achievement,applied_mainstream,0.95,openai,Baddeley's seminal working memory model and its application to reading and learning firmly place him in cognitive traditions addressing individual differences relevant to education.,applied_psychology_in_education
T. Ahonen,T. Ahonen,1,29,55,sociocultural_dialogic_activity,bridge_contextual,0.65,openai,"Ahonen's research on parent–child communication, collaborative discourse in projects and classroom organization points toward sociocultural and dialogic perspectives, though often applied empirically.",context_sensitive_educational_psychology
A. F. Hadwin,A. F. Hadwin,1,29,51,sociocultural_dialogic_activity,fundamental,0.85,openai,"Hadwin's focus on collaborative regulation, peer interaction quality, transactivity and dialogical identities situates her in sociocultural and activity-theoretical traditions closely aligned with Gilly's contextual interactional agenda.",context_sensitive_educational_psychology
H. M. Wellman,H. M. Wellman,1,29,51,developmental_family_peer_ecological,bridge_contextual,0.8,openai,"Wellman's influential work on social‐cognitive development, scripts and peer interactions is rooted in developmental and social ecology traditions that inform contextualized educational studies.",context_sensitive_educational_psychology
M. Becker,M. Becker,1,29,48,individual_differences_cognitive_achievement,bridge_contextual,0.72,openai,"Becker's cited work focuses on mental model construction, text/graphics processing, language simplification and effects on self-concept and achievement, indicating a cognitive/achievement tradition applied in educational contexts.",context_sensitive_educational_psychology
S. Li,S. Li,1,29,47,individual_differences_cognitive_achievement,bridge_contextual,0.7,openai,"Li's publications on executive function, attentional processes and calculation skills point to a cognitive-developmental and individual-differences orientation applied to schooling and cross-national comparisons.",context_sensitive_educational_psychology
C. Lewis,C. Lewis,1,29,43,developmental_family_peer_ecological,bridge_contextual,0.66,openai,"Lewis's work on phonological memory, parental influences, and self-concept situates her in developmental and family/peer ecological traditions relevant to educational outcomes.",context_sensitive_educational_psychology
C. Barbaranelli,C. Barbaranelli,1,29,42,motivation_self_regulation_identity,applied_mainstream,0.77,openai,"Barbaranelli's focus on self-efficacy, teacher/parent efficacy beliefs and meta-analytic work on academic self-efficacy places him squarely in motivation, self-concept and identity research with applied educational use.",context_sensitive_educational_psychology
P. Aunio,P. Aunio,1,29,42,individual_differences_cognitive_achievement,applied_mainstream,0.79,openai,"Aunio's studies on visuospatial working memory, non-verbal intelligence and early predictors of calculation skills reflect a cognitive/achievement lineage focused on individual differences in numerical development.",context_sensitive_educational_psychology
T. P. Carpenter,T. P. Carpenter,1,29,41,didactics_classroom_knowledge_practices,bridge_contextual,0.81,openai,"Carpenter's longstanding research on children's problem solving, use of symbolism and teaching methods in mathematics aligns with didactics and classroom-based knowledge/practice traditions.",context_sensitive_educational_psychology
A. L. Reschly,A. L. Reschly,1,29,38,motivation_self_regulation_identity,bridge_contextual,0.75,openai,"Reschly's work on engagement, self-control, psychological needs and inventories for children/adolescents identifies him with motivation, self-regulation and identity approaches in educational settings.",context_sensitive_educational_psychology
S. Kim,S. Kim,1,29,38,psychometrics_measurement_statistics,methodological,0.82,openai,"Kim's contributions to Rasch analysis, instrument validation (MSLQ) and psychometric studies indicate a primary methodological and measurement orientation.",context_sensitive_educational_psychology
D. P. Mackinnon,D. P. Mackinnon,1,29,36,psychometrics_measurement_statistics,methodological,0.91,openai,"Mackinnon's well-known work on mediation, statistical methods and measurement underpins a methodological/statistical lineage despite applied uses in educational studies.",context_sensitive_educational_psychology
H. M. G. Watt,H. M. G. Watt,1,29,36,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Watt's research on reasons for teaching, teacher professional identity and students' socio-motivational support places her in motivation and identity traditions connected to educational contexts.",context_sensitive_educational_psychology
J. J. Appleton,J. J. Appleton,1,29,34,motivation_self_regulation_identity,bridge_contextual,0.74,openai,"Appleton's studies on student strengths inventories, engagement and achievement in higher education indicate a focus on motivation, self-regulation and contextualized academic trajectories.",context_sensitive_educational_psychology
G. Marchand,G. Marchand,1,29,30,didactics_classroom_knowledge_practices,bridge_contextual,0.71,openai,"Marchand's work on homework design, autonomy-supportive teaching and teacher–student relationships aligns with classroom practice, pedagogy and didactic concerns.",context_sensitive_educational_psychology
R. E. Anderson,R. E. Anderson,1,29,30,social_representations_institutional_context,bridge_contextual,0.69,openai,"Anderson's research on gender-stereotyped peer perceptions, scholastic judgments and typologies of at-risk students reflects social-psychological concerns about representations, norms and institutional evaluation.",context_sensitive_educational_psychology
G. Ross,G. Ross,1,29,29,sociocultural_dialogic_activity,fundamental,0.86,openai,"Ross's emphasis on socio-cognitive interactions, expert–novice exchanges, scaffolding and sociocultural mediation fits a Vygotskian/dialogic/activity-theoretical tradition central to Gilly's fundamental project.",fundamental_contextualized_educational_interaction
R. B. Rensvold,R. B. Rensvold,1,29,29,psychometrics_measurement_statistics,methodological,0.9,openai,"Rensvold is cited primarily for factorial invariance, assessment conceptions and measurement issues, indicating a psychometrics and methodological lineage.",context_sensitive_educational_psychology
T. F. Adler,T. F. Adler,1,29,29,motivation_self_regulation_identity,bridge_contextual,0.68,openai,"Adler's work on achievement motivation, emotion in learning and relations between motivation and performance situates her within motivational and self-regulatory research applied to schooling.",context_sensitive_educational_psychology
S. H. Schwartz,S. H. Schwartz,1,28,148,social_representations_institutional_context,bridge_contextual,0.9,openai,"Schwartz's extensive work on human values, cross-cultural value priorities and their institutional/occupational mappings places him in social-psychological and institutional contexts of learning and aspirations.",context_sensitive_educational_psychology
H. I. Strms,H. I. Strms,1,28,117,didactics_classroom_knowledge_practices,bridge_contextual,0.56,openai,"Strms's publications on justification beliefs, multiple-document comprehension and strategic validation of texts point toward classroom epistemic practices and instructional concerns, though the exact tradition is somewhat ambiguous.",context_sensitive_educational_psychology
E. Kyndt,E. Kyndt,1,28,98,didactics_classroom_knowledge_practices,bridge_contextual,0.81,openai,"Kyndt's studies on approaches to learning, peer tutoring typologies and case-based learning implementation align with didactic research on classroom practices and peer-mediated instruction.",context_sensitive_educational_psychology
T. Richter,T. Richter,1,28,95,didactics_classroom_knowledge_practices,bridge_contextual,0.76,openai,"Richter's focus on teacher diagnostic skills, pedagogical beliefs, mental model construction from text/graphics and reading instruction situates him in pedagogical content and classroom practice research.",context_sensitive_educational_psychology
W. Dooren,W. Dooren,1,28,84,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Dooren's work focuses on domain-specific arithmetic problem solving, task language, strategy choice and classroom-based learning processes, situating him in the didactics/subject-matter and classroom-practices tradition rather than a purely theoretical interactional lineage.",context_sensitive_educational_psychology
F. Peixoto,F. Peixoto,1,28,83,social_representations_institutional_context,bridge_contextual,0.75,openai,"Peixoto's topics (relational justice, legitimation, self-concept, transition, statistics anxiety) emphasize institutional contexts, identities and social meanings in schooling consistent with a social-representations/institutional-context lineage.",context_sensitive_educational_psychology
S. E. Volet,S. E. Volet,1,28,78,sociocultural_dialogic_activity,bridge_contextual,0.8,openai,"Volet's program on process-oriented instruction, teacher–student interaction and socially mediated self-directed learning aligns with Vygotskian/activity-theoretical emphases on mediated action and classroom discourse.",context_sensitive_educational_psychology
B. Hannover,B. Hannover,1,28,73,social_representations_institutional_context,bridge_contextual,0.8,openai,"Hannover's research on gender stereotypes, frame-of-reference effects and representations in schoolbooks centers on social identity, norms and representations in educational contexts, pointing to an institutional/social-psychology lineage.",context_sensitive_educational_psychology
R. T. Johnson,R. T. Johnson,1,28,68,interactionist_constructivist_social_cognitive,fundamental,0.85,openai,"Johnson's extensive work on cooperative learning, peer interaction and collaborative problem solving maps onto social-interactionist and socio-cognitive constructivist traditions that are closely aligned with Gilly's emphasis on educational interaction.",context_sensitive_educational_psychology
M. Valcke,M. Valcke,1,28,61,intervention_instructional_design,applied_mainstream,0.75,openai,"Valcke's focus on knowledge-based systems, distance education, embedded support devices and teachers' uses of technology places him in instructional-design and educational-technology research oriented toward applied interventions.",context_sensitive_educational_psychology
H. G. Schmidt,H. G. Schmidt,1,28,56,interactionist_constructivist_social_cognitive,bridge_contextual,0.8,openai,"Schmidt's work on prior knowledge, constructivist assumptions, problem-based and collaborative learning situates him in a constructivist/socio-cognitive tradition concerned with interactional and cognitive processes in learning.",context_sensitive_educational_psychology
K. Nelson,K. Nelson,1,28,53,developmental_family_peer_ecological,bridge_contextual,0.7,openai,"Nelson's studies of children's understanding, preferred representations, scripts and early social rules point to a developmental and ecological orientation to children's knowledge and social cognition.",context_sensitive_educational_psychology
J. Aronson,J. Aronson,1,28,52,social_representations_institutional_context,applied_mainstream,0.9,openai,"Aronson's influential research on stereotype threat, intergroup perceptions and epistemic dependence is rooted in social-psychological accounts of identity, representation and institutional context as they affect learning.",applied_psychology_in_education
K. Trigwell,K. Trigwell,1,28,52,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Trigwell's work on reflective learning, student conceptions and assessment standards is squarely located in teaching/practices and didactics within higher education and classroom settings.",context_sensitive_educational_psychology
D. Holzberger,D. Holzberger,1,28,50,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Holzberger's empirical focus on teacher self-efficacy, instructional/motivational classroom discourse and instructional quality aligns with classroom didactics and teacher–student practice research.",context_sensitive_educational_psychology
D. Kember,D. Kember,1,28,49,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Kember's research on conceptions of learning, distance education and students' approaches to learning places him in the didactics and pedagogical-practices tradition with a focus on instructional contexts.",context_sensitive_educational_psychology
J. Retelsdorf,J. Retelsdorf,1,28,49,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Retelsdorf's empirical program on self-concept, pedagogical well-being, dimensional comparisons and teachers' judgments maps onto motivational, self-concept and identity traditions in educational psychology.",context_sensitive_educational_psychology
F. Rheinberg,F. Rheinberg,1,28,47,motivation_self_regulation_identity,applied_mainstream,0.85,openai,"Rheinberg's theoretical and empirical contributions on interest, motivation, emotion and metacognition in learning clearly locate him within motivational and self-regulation traditions applied to education.",context_sensitive_educational_psychology
G. A. D. Liem,G. A. D. Liem,1,28,42,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Liem's work on social-academic goals, personal-best goals and cultural variations in social goals positions him in motivation and identity research with attention to contextual moderators.",context_sensitive_educational_psychology
Y. Ding,Y. Ding,1,28,42,didactics_classroom_knowledge_practices,applied_mainstream,0.75,openai,"Ding's research on example variability, prior knowledge, analogical coordination and mathematics strategy development emphasizes instructional factors and classroom learning of domain knowledge.",context_sensitive_educational_psychology
D. Wood,D. Wood,1,28,40,sociocultural_dialogic_activity,fundamental,0.9,openai,"David Wood's classic work on scaffolding, expert–novice interaction and the role of context and communication in problem tasks is closely tied to Vygotskian/mediated activity traditions central to Gilly's conception of fundamental educational psychology.",fundamental_contextualized_educational_interaction
K. M. Sheldon,K. M. Sheldon,1,28,39,motivation_self_regulation_identity,applied_mainstream,0.85,openai,"Sheldon's research on self-determination, autonomous motivation and goal processes in academic settings is squarely within motivation and self-regulation traditions applied to education.",context_sensitive_educational_psychology
M. Rutter,M. Rutter,1,28,39,developmental_family_peer_ecological,bridge_contextual,0.8,openai,"Rutter's longitudinal and risk/protective factors research addresses developmental trajectories, family and ecological influences on child outcomes, fitting a developmental/ecological lineage relevant to educational contexts.",context_sensitive_educational_psychology
L. Wang,L. Wang,1,28,38,developmental_family_peer_ecological,bridge_contextual,0.75,openai,"Wang's mixture of work on domain/task knowledge, peer attachment, parenting styles and adolescent adjustment indicates a developmental and ecological orientation to learning in social contexts.",context_sensitive_educational_psychology
E. Sierens,E. Sierens,1,28,37,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Sierens’ EJPE citations cluster on autonomy-supportive teaching, student engagement, workload and case-based learning—topics squarely in motivation and self-regulated learning applied to classroom contexts, so I code her in the motivation/self-regulation tradition and as contextually bridging Gilly’s fundamental project.",context_sensitive_educational_psychology
K. Reusser,K. Reusser,1,28,37,interactionist_constructivist_social_cognitive,fundamental,0.85,openai,"Reusser’s work on collaborative learning, teacher–student interaction and episodic/situation models of problem solving aligns with socio-cognitive, interactionist constructivist traditions that foreground situated interaction and co-construction, closely matching Gilly’s fundamental orientation.",context_sensitive_educational_psychology
